Tree,Group,FtNo,Number,Name,ValueType,Unit,Default,Min,Max,Command,DataAttribute,Rsware,Remark
Group/Group 4 : Current,(top-level),Ft-4.21,20,Notch Depth 3rd,int,-,100,0,100,SET/STR,Always,O,CSD7 신규기능
Group/Group 4 : Current,(top-level),Ft-4.29,21,Resonant Freq Suppression 4th,int,Hz,10000,0,10000,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.30,22,Notch Width 4th,int,Hz,10,0,20,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.31,23,Notch Depth 4th,int,Hz,100,0,100,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.32,24,Resonant Freq Suppression 5th,int,Hz,10000,0,10000,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.33,25,Notch Width 5th,int,Hz,10,0,20,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.34,26,Notch Depth 5th,int,Hz,100,0,100,SET/STR,Always,O,
Group/Group 4 : Current,(top-level),Ft-4.22/D0,27,ANF Function,enum,-,0,0,1,SET/STR,Servo Off,O,0: Disable; 1: Enable
Group/Group 4 : Current,(top-level),Ft-4.22/D1,28,ANF HPF Cutoff Frequency,enum,-,1,0,1,SET/STR,Servo Off,O,0: Low; 1: High
Group/Group 4 : Current,(top-level),Ft-4.22/D2,29,ANF Estimation Frequency Initial Value Selection,enum,-,1,0,1,SET/STR,Servo Off,O,0: Low; 1: High
Group/Group 4 : Current,(top-level),Ft-4.22/D3,30,ANF Detect Level,enum,-,1,0,3,SET/STR,Servo Off,O,0: Low; 1: Middle; 2: High
Group/Group 4 : Current,(top-level),Ft-4.23,31,Current Feedback Squared Integrator Interval,int,s,(dynamic),0,60,SET/STR,Servo Off,O,CSD7 신규기능
Group/Group 4 : Current,(top-level),Ft-4.24,32,RMS Current Feedback Threshold 1,int,%,(dynamic),0,350,SET/STR,Servo Off,O,CSD7 신규기능
Group/Group 4 : Current,(top-level),Ft-4.25,33,RMS Current Feedback Threshold 2,int,%,(dynamic),0,350,SET/STR,Servo Off,O,CSD7 신규기능
Group/Group 4 : Current,(top-level),Ft-4.26/D0,34,Bode Plot Function,int,-,0,0,1,SET/STR,Servo Off,O,Cia402 오브젝트는 지원하지 않음 [v1.20+]
Group/Group 4 : Current,(top-level),Ft-4.26/D1,35,Driving Mode Selection,int,-,0,0,1,SET/STR,Servo Off,O,[v1.20+]
Group/Group 4 : Current,(top-level),Ft-4.26/D2,36,Excitation Amplitude,int,-,4,1,7,SET/STR,Servo Off,O,[v1.20+]
Group/Group 4 : Current,(top-level),Ft-4.27,37,Current Command LBF Bandwidth,int,-,804,0,10000,SET/STR,Always,O,2016.08.23 추가 [v2.00+]
Group/Group 4 : Current,Current Cmd LPF BW Interlocking,Ft-4.28/D0,38,Interlocking Gain Tuning Mode,enum,-,0,0,1,SET/STR,Always,O,0: Enable; 1: Disable [v2.00+]
Group/Group 4 : Current,Current Cmd LPF BW Interlocking,Ft-4.28/D1,39,Interlocking Tuningless Mode,enum,-,0,0,1,SET/STR,Always,O,0: Enable; 1: Disable [v2.00+]
Group/Group 4 : Current,Current Cmd LPF BW Interlocking,Ft-4.28/D2,40,Current Command Feed Forward,int,-,0,0,1,SET/STR,Always,O,2017.10.16 추가 [v2.03+]
Group/Group 4 : Current,Current Cmd LPF BW Interlocking,Ft-4.28/D3,41,Current Limit Band,int,-,0,0,2,SET/STR,Servo Off,O,"2016.08.23 추가, FW 2.14 [v2.11+]"
Group/Group 4 : Current,(top-level),Ft-4.35,42,Main Current Regulator Max BW,int,Hz,0,0,100,STR,Power cycling,O,Ft-4.06 과 유사 기능(더 세분화) [v2.03+]
Group/Group 4 : Current,(top-level),Ft-4.36,43,DDC Gain,int,-,10,0,60,SET/STR,Always,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.37,44,Sliding Surface Slope,int,%,100,0,1000,SET/STR,Always,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.38/D0,45,DDC Interlocking,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.38/D1,46,Sliding Surface Slope Interlocking,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.38/D2,47,Outer Loop P Gain Interlocking,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.39/D3,48,DDC Q Filter Order Select,int,-,0x0,0x0,0x2,SET/STR,Always,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.41,49,DDC Q Value,int,-,707,0,1000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,(top-level),Ft-4.43,50,Cascade DDC 2nd LPF Cutoff Freq,int,Hz,0,0,10000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.38/D3,51,Current POC,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.44,52,Current POC Kr Filter,int,Hz,3500,0,10000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.45,53,Current POC BPF Upper Cutoff Freq,int,Hz,2500,0,10000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.46,54,Current POC BPF Lower Cutoff Freq,int,Hz,10,0,10000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.47,55,Current POC Kd Gain,int,Hz,2000,0,10000,SET/STR,,O,[v2.10+]
Group/Group 4 : Current,Current Loop POC Filter,Ft-4.48,56,Current POC Operation Delay,int,msec,0,0,10000,SET/STR,,O,[v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.00,1,Brake Inactive Delay,int,-,(dynamic),0,10000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.01,2,Disable Delay,int,-,(dynamic),0,10000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.02,3,Brake Active Delay,int,-,(dynamic),0,10000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.03,4,Braking Application Velocity,int,-,(dynamic),0,1000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.04,5,AC Line Loss Delay,int,-,20,20,2000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.09,6,Motor Overload Detect,enum,-,0,0,1,SET/STR,Servo Off,O,0: Thermal Model Method; 1: I Square T Method
Group/Group 5 : Auxiliary,(top-level),Ft-5.10,7,Display Number (combined),int,-,0x0000,0x0,0x1099,SET/STR,Servo Off,O,CSD7 신규기능 [v1.20+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.10/D0,8,Display Number 01,int,-,0,0,9,SET/STR,Servo Off,O,[v<1.20]
Group/Group 5 : Auxiliary,(top-level),Ft-5.10/D1,9,Display Number 10,int,-,0,0,9,SET/STR,Servo Off,O,[v<1.20]
Group/Group 5 : Auxiliary,(top-level),Ft-5.10/D3,10,Enable Display Monitor Value,int,-,0,0,1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.11,11,Power Sag Warning,int,-,0,0,1,SET/STR,Always,O,CSD7 신규기능
Group/Group 5 : Auxiliary,(top-level),Ft-5.12,12,Power Sag Current Limit,int,-,50,0,450,SET/STR,Always,O,CSD7 신규기능
Group/Group 5 : Auxiliary,(top-level),Ft-5.13,13,Power Sag Current Limit Release Time,int,-,100,0,3000,SET/STR,Always,O,CSD7 신규기능
Group/Group 5 : Auxiliary,(top-level),Ft-5.14,14,ECAT Abs Origin Offset,int,pulse,0,-2147483647,2147483647,SET/STR,Always,O,1.05.09.05 추가 [v1.06+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.15,15,ECAT Homing Method,int,-,0,-128,127,SET/STR,Always,O,"1.05.09.05 추가, 2016.08.23 수정 [v1.06+]"
Group/Group 5 : Auxiliary,(top-level),Ft-5.16,16,ECAT Homing Time Out,int,sec,0,0,500,SET/STR,Always,O,"1.05.09.05 추가, 2016.08.23 수정 [v1.06+]"
Group/Group 5 : Auxiliary,(top-level),Ft-5.17,17,ECAT Homing Offset,int,pulse,0,-2147483647,2147483647,SET/STR,Always,O,1.05.09.05 추가 [v1.06+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.18,18,ECAT Homing Speed 1,int,pulse/sec,0,0,2147483647,SET/STR,Always,O,1.05.09.05 추가 [v1.06+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.19,19,ECAT Homing Speed 2,int,pulse/sec,0,0,2147483647,SET/STR,Always,O,1.05.09.05 추가 [v1.06+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.20,20,ECAT Homing Acceleration,int,pulse/sec^2,0,0,2147483647,SET/STR,Always,O,1.05.09.05 추가 [v1.06+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.21/D0,21,Converter EEPROM Write,int,-,0,0,1,SET/STR,Servo Off,O,[v1.20+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.21/D2,22,Angle Search Moving Count,int,-,0,0,0,SET/STR,,,[v1.20~v2.02]
Group/Group 5 : Auxiliary,(top-level),Ft-5.21/D3,23,BiSS Commutation Angle Search,int,-,0,0,1,SET/STR,,,BiSS Linear 모터를 위해 적용 [v2.03+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.22/D0,24,Encoder Feedback Forward Direction,int,-,0,0,1,STR,Drive Off=>On,O,FW 2.10 추가변경 [v1.20+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.24,25,External Shunt Resistance,float,-,0,0,1000,SET/STR,Servo Off,O,파라메터만 추가 [v2.00+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.25,26,External Shunt Resistor Power Rate,int,-,0,0,5000,SET/STR,Servo Off,O,파라메터만 추가 [v2.00+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.26,27,STO Circuit Verification Mode,enum,-,0,0,1,SET/STR,Servo Off,O,0 : Disable; 1 : Enable [v2.00+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.30,28,PWM Frequency Select,int,-,,0,1,STR,Drive Off=>On,O,10kHz Reserved [v2.02+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.31,29,BiSS Commutation Angle,int,degree,0,0,359,SET/STR,Servo Off,O,BiSS Linear 모터를 위해 적용 [v2.03+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.32,30,BiSS Master Clock Freq,enum,-,0,0,4,STR,Drive Off=>On,O,0: 1.25MHz; 1: 1.428571MHz; 2: 1.666667MHz; 3: 2.0MHz; 4: 2.5MHz [v2.03+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.33,31,Target Position,int,Turn,30,0,1000,SET/STR,Always,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.34,32,Target Velocity,int,RPM,1000,0,6000,SET/STR,Always,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.35,33,Accel/Decel Time,int,msec,50,0,1000,SET/STR,Always,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.36/D0,34,Detect Excessive Resonance Fault,int,-,Enable (0),Enable (0),Disable (1),SET/STR,Servo Off,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.36/D1,35,Auto Tune Direction,int,-,Forward + (0),Forward + (0),Backward - (1),SET/STR,Servo Off,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.37,36,Target Tact Time,int,msec,20,0,1000,SET/STR,Always,,V2.10 추가 [v2.10+]
Group/Group 5 : Auxiliary,(top-level),Ft-5.38/D0,37,Input NOT Polarity,int,-,0,0,1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.38/D1,38,Input POT Polarity,int,-,0,0,1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.38/D2,39,Input HOME Polarity,int,-,0,0,1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.39/D1,40,Encoder Direction Setup Mode,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.39/D2,41,Encoder Direction Setup Operation,int,-,0x0,0x0,0x1,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.40,42,Short Angle Search Current Cmd Ratio,int,%,50,0,300,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.41,43,Short Angle Search Current Cmd Max Time,int,ms,200,0,200,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.42,44,Short Angle Search Current Cmd LBF BW,int,Hz,100,0,1000,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.43,45,Short Angle Search Zero Moving Pulse Width,int,Pulse,100,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.44,46,Short Angle Search Stop Pulse Count,int,Pulse,40,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.45,47,Short Angle Search Stop Time,int,ms,40,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.46,48,Short Angle Search Stop Time Limit,int,ms,1000,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.47,49,Current Command Target Angle,int,Counts,16384,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.48,50,Current Command Target Interval Angle,int,Counts,2048,0,32767,SET/STR,Servo Off,O,
Group/Group 5 : Auxiliary,(top-level),Ft-5.57,51,Detection Level Motor Overload,int,%,0,0,100,SET/STR,Always,O,
Monitor,MDM,,0,Velocity Feedback,int,"Rotary [RPM], Linear [mm/s]",,,,MDM,ReadOnly,O,"Ft-0.08=700, 필터 미적용"
Monitor,MDM,,1,Velocity Command,int,"Rotary [RPM], Linear [mm/s]",,,,MDM,ReadOnly,O,"Index Mode 이고 Ft-0.08=700, 프로파일 속도 지령"
Monitor,MDM,,2,velocity Error,int,"Rotary [RPM], Linear [mm/s]",,,,MDM,ReadOnly,O,
Monitor,MDM,,3,Currennt Command,int,0.001[A],,,,MDM,ReadOnly,O,
Monitor,MDM,,4,Position Feedback,int,[Pulse],,,,MDM,ReadOnly,O,Index Mode 이고 User DPR 사용시 User DPR 단위 적용
Monitor,MDM,,5,Position Command,int,[Pulse],,,,MDM,ReadOnly,O,
Monitor,MDM,,6,Position Error,int,[Pulse],,,,MDM,ReadOnly,O,
Monitor,MDM,,7,Position Command Frequecy,int,0.1[Kpps],,,,MDM,ReadOnly,O,
Monitor,MDM,,8,Electrical Anagle,int,0.1[degree],,,,MDM,ReadOnly,O,
Monitor,MDM,,9,Mechanical Angle,int,0.1[degree],,,,MDM,ReadOnly,O,
Monitor,MDM,,10,Shunt Utilization Ratio,int,[%],,,,MDM,ReadOnly,O,
Monitor,MDM,,11,DC Link Voltage,int,[V],,,,MDM,ReadOnly,O,"Ft-0.08=700, 필터 미적용"
Monitor,MDM,,12,Multi Turn Data,int,[Turns],,,,MDM,ReadOnly,O,
Monitor,MDM,,13,Offset in Velocity Command,int,0.1[mV],,,,MDM,ReadOnly,O,
Monitor,MDM,,14,Offset in Torque Command,int,0.1[mV],,,,MDM,ReadOnly,O,
Monitor,MDM,,15,I/O Monitoring,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,16,U Phase Current,int,[mA],,,,MDM,ReadOnly,O,Network Model 이고 Ft-0.08=777 이면 dwMonAddrA
Monitor,MDM,,17,V Phase Current,int,[mA],,,,MDM,ReadOnly,O,Network Model 이고 Ft-0.08=777 이면 dwMonAddrB
Monitor,MDM,,18,W Phase Current,int,[mA],,,,MDM,ReadOnly,O,Network Model 이고 Ft-0.08=777 이면 dwMonAddrC
Monitor,MDM,,19,Motor Utilization,int,0.1[%],,,,MDM,ReadOnly,O,
Monitor,MDM,,20,Analog Velocity Command Voltage,int,0.01[V],,,,MDM,ReadOnly,O,
Monitor,MDM,,21,Analog Current Command Voltage,int,0.01[V],,,,MDM,ReadOnly,O,
Monitor,MDM,,22,Current Feedback,int,0.001[A],,,,MDM,ReadOnly,O,
Monitor,MDM,,23,Reserved,int,-,,,,MDM,ReadOnly,O,Always 0
Monitor,MDM,,24,Motor Feedback Position,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,25,Digital Input Function State,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,26,Digital Output Function State,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,27,Instantaneous Shunt Power,int,[W],,,,MDM,ReadOnly,O,
Monitor,MDM,,28,Drive Utilization,int,[%],,,,MDM,ReadOnly,O,
Monitor,MDM,,29,Indexing Input Function State,int,-,,,,MDM,ReadOnly,O,"Index Select 6 추가, 20171017"
Monitor,MDM,,30,Indexing Output Function State,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,31,Motion FPGA Build,int,YYYYMMDD,,,,MDM,ReadOnly,O,Motion ASIC : 20151124
Monitor,MDM,,32,Selected Index,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,33,2 msec Counter,int,-,,,,MDM,ReadOnly,O,Trigger Source Immediate Scope
Monitor,MDM,,34,Absolute Single Turn Data,int,-,,,,MDM,ReadOnly,O,Gear Ratio 적용
Monitor,MDM,,35,Absolute Maximum Current Cimand,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,36,0x60B8(Touch Probe Function),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60B8 값"
Monitor,MDM,,37,0x60B9(Touch Probe Status),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60B9 값"
Monitor,MDM,,38,0x60BA(Touch Probe Position 1 Positive Value),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60BA"
Monitor,MDM,,39,0x60BB(Touch Probe Position 1 Negative Value),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60BB"
Monitor,MDM,,40,0x60BC(Touch Probe Position 2 Positive Value),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60BC"
Monitor,MDM,,41,0x60BD(Touch Probe Position 2 Negative Value),int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network: 0x60BD"
Monitor,MDM,,42,Power On Hour,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,43,EtherCAT IP Build,int,YYYYMMDD,,,,MDM,ReadOnly,O,
Monitor,MDM,,44,Instantaneous Current RMS,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,45,Maximum Currnet RMS,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,46,ANF Monitor 1,int,-,,,,MDM,ReadOnly,O,High Pass Filtered Current Command Output
Monitor,MDM,,47,ANF Monitor 2,int,-,,,,MDM,ReadOnly,O,High Pass Filtered Current Command Variance
Monitor,MDM,,48,ANF Monitor 3,int,-,,,,MDM,ReadOnly,O,Estimation Frequenncy
Monitor,MDM,,49,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,50,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,51,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,52,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,53,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,54,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,55,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,56,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,57,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,58,Reserved,int,-,,,,MDM,ReadOnly,O,for DCT
Monitor,MDM,,59,Serial Converter Encoder ABSS,int,-,,,,MDM,ReadOnly,O,Linear 가 아니면 항상 0
Monitor,MDM,,60,Serial Converter Encoder ABSA,int,-,,,,MDM,ReadOnly,O,Linear 가 아니면 항상 0
Monitor,MDM,,61,Serial Converter Hall Data,int,-,,,,MDM,ReadOnly,O,Linear 가 아니면 항상 0
Monitor,MDM,,62,Serial Converter Alarm Code,int,-,,,,MDM,ReadOnly,O,Linear 가 아니면 항상 0
Monitor,MDM,,63,EtherCAT Homing Mode State Machine,int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network:"
Monitor,MDM,,64,EtherCAT Homing Error,int,-,,,,MDM,ReadOnly,O,"아날로그:0, Network:"
Monitor,MDM,,65,Drive Enabled,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,66,Serial Converter FPGA Version,int,-,,,,MDM,ReadOnly,O,Linear 가 아니면 항상 0
Monitor,MDM,,67,Vibration Damping Frequency,int,0.01[Hz],,,,MDM,ReadOnly,O,
Monitor,MDM,,68,Vibration Damping Ratio,int,0.001,,,,MDM,ReadOnly,O,
Monitor,MDM,,69,Estimated Inertia Ratio in Tuningless,int,0.1,,,,MDM,ReadOnly,O,
Monitor,MDM,,70,Angle Search End Flag,int,-,,,,MDM,ReadOnly,O,for Hallless
Monitor,MDM,,71,Angle Search Result Angle,int,[Degree],,,,MDM,ReadOnly,O,
Monitor,MDM,,72,Angle Search Current Command,int,0.001[A],,,,MDM,ReadOnly,O,
Monitor,MDM,,73,OS Version,int,-,,,,MDM,ReadOnly,O,0:Not Support
Monitor,MDM,,74,Control Board Revision,int,-,,,,MDM,ReadOnly,O,"0:Not Support, 1:Rev.A, 2:Rev.B"
Monitor,MDM,,75,Product Model,int,-,,,,MDM,ReadOnly,O,"0:Not Support, 1:Analog, 2:Network"
Monitor,MDM,,76,Eeprom Alias ID,int,-,,,,MDM,ReadOnly,O,Analog 모델은 항상 0
Monitor,MDM,,77,PWM Frequency,int,[kHz],,,,MDM,ReadOnly,O,"0, 8: 8kHz, 10:10kHz"
Monitor,MDM,,78,SC Period,int,[usec],,,,MDM,ReadOnly,O,"0, 125:125usec, 200:200usec"
Monitor,MDM,,79,0x60B8(Touch Probe Function),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,80,0x60B9(Touch Probe Status),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,81,0x60D5(Touch Probe 1 Positive Edge Counter),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,82,0x60D6(Touch Probe 1 Negative Edge Counter),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,83,0x60D7(Touch Probe 2 Positive Edge Counter),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,84,0x60D8(Touch Probe 2 Negative Edge Counter),int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,85,Writing BiSS Commutation Angle to Flash,int,"0:Not Finish, 1:Finish",,,,MDM,ReadOnly,O,
Monitor,MDM,,86,BiSS SVALID,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,87,BiSS Error Bit,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,88,BiSS Warning Bit,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,89,Encoder Increase Direction compare with UVW Phase Forward Direction,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,90,EtherCAT State Machine,int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,91,CiA402 State Machine,int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,92,EtherCAT Al Status Codes,int,-,,,,MDM,ReadOnly,O,Network Model 전용
Monitor,MDM,,93,ABSS Data(BiSS),int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,94,ABSA Data(BiSS),int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,95,ABSA(Linear-BiSS-CC),int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,97,Motor Power Limit Ratio,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,98,Drive Power Limit Ratio,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,99,Build Date,int,-,,,,MDM,ReadOnly,O,20170701 (V2.02.00.00)
Monitor,MDM,,100,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,101,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,102,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,103,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,104,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,105,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,106,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,107,TAS,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,108,,int,-,,,,MDM,ReadOnly,O,gTact
Monitor,MDM,,109,,int,-,,,,MDM,ReadOnly,O,OvsCheck
Monitor,MDM,,110,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,111,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,112,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,113,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,114,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,115,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,116,Peak Velocity,int,-,,,,MDM,ReadOnly,O,Peak_velfdk
Monitor,MDM,,117,Peak Load Factor,int,-,,,,MDM,ReadOnly,O,Peak_loadfactor
Monitor,MDM,,118,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,119,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,120,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,130,Flag,int,-,,,,MDM,ReadOnly,O,Flag
Monitor,MDM,,131,flgPowerOnce,int,-,,,,MDM,ReadOnly,O,flgPowerOnce
Monitor,MDM,,132,flgPowerOnce_cnt,int,-,,,,MDM,ReadOnly,O,flgPowerOnce_cnt
Monitor,MDM,,133,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,134,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,135,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,136,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,137,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,138,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,139,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,140,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,190,u16SmEventMissedCounter,int,-,,,,MDM,ReadOnly,O,sSyncManOutPar.u16SmEventMissedCounter
Monitor,MDM,,191,bDcRunning,int,-,,,,MDM,ReadOnly,O,bDcRunning
Monitor,MDM,,192,bSmSyncSequenceValid,int,-,,,,MDM,ReadOnly,O,bSmSyncSequenceValid
Monitor,MDM,,193,i16WaitForPllRunningCnt,int,-,,,,MDM,ReadOnly,O,i16WaitForPllRunningCnt
Monitor,MDM,,194,g_PDIdiffTime,int,-,,,,MDM,ReadOnly,O,g_PDIdiffTime
Monitor,MDM,,195,g_DCshiftTime,int,-,,,,MDM,ReadOnly,O,g_DCshiftTime
Monitor,MDM,,196,,int,-,,,,MDM,ReadOnly,O,
Monitor,MDM,,197,MonitorA,int,-,,,,MDM,ReadOnly,O,"dwMonAddrA, 모니터링 변수A"
Monitor,MDM,,198,MonitorB,int,-,,,,MDM,ReadOnly,O,"dwMonAddrB, 모니터링 변수B"
