Tree,Group,FtNo,Number,Name,ValueType,Unit,Default,Min,Max,Command,DataAttribute,Rsware,Remark
ECAT Objects/Object 2,Digital Output Assignment 1,0x2016:02,87,Up to Velocity (/TG-ON),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 1,0x2016:03,88,Brake Control (/BK),int,-,0x3,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 1,0x2016:04,89,Within Velocity Window (/V-COM),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 2,0x2017:00,90,Digital Output Assignment 2,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 2,0x2017:01,91,Current Limited (/T-LMT),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 2,0x2017:02,92,Velocity Limited(/V-LMT),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 2,0x2017:03,93,Within Near-Position Window (/NEAR),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 2,0x2017:04,94,Warning (/WARN),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 3,0x2018:00,95,Digital Output Assignment 3,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 3,0x2018:01,96,Absolute Position Valid (/A-VLD),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 3,0x2018:02,97,Drive Ready (/RDY),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 3,0x2018:03,98,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 3,0x2018:04,99,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 4,0x2019:00,100,Digital Output Assignment 4,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 4,0x2019:01,101,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 4,0x2019:02,102,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 4,0x2019:03,103,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 4,0x2019:04,104,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 5,0x201A:00,105,Digital Output Assignment 5,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 5,0x201A:01,106,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 5,0x201A:02,107,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 5,0x201A:03,108,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 5,0x201A:04,109,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 6,0x201B:00,110,Digital Output Assignment 6,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 6,0x201B:01,111,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 6,0x201B:02,112,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 6,0x201B:03,113,RMS Current Load Factor Threshold Output 1(/RMS-CLT1),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 6,0x201B:04,114,RMS Current Load Factor Threshold Output 2(/RMS-CLT2),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 7,0x201C:00,115,Digital Output Assignment 7,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 7,0x201C:01,116,Commutation Angle Valid (/CAG-V),int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Digital Output Assignment 7,0x201C:02,117,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 7,0x201C:03,118,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Digital Output Assignment 7,0x201C:04,119,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2021,120,Alias ID,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2022,121,Load Side BiSS Protocol,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2100,122,Velocity Regulator Response Level,int,-,35,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2101,123,System Gain,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2102,124,1st Velocity Regulator P Gain,int,-,215,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2103,125,1st Velocity Regulator I Gain,int,-,125,,,PDO,Always,O,
ECAT Objects/Object 2,Velocity Regulator I Gain Mode,0x2104:00,126,Velocity Regulator I Gain Mode,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Velocity Regulator I Gain Mode,0x2104:01,127,Selection of Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Velocity Regulator I Gain Mode,0x2104:02,128,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Velocity Regulator I Gain Mode,0x2104:03,129,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Velocity Regulator I Gain Mode,0x2104:04,130,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2105,131,Velocity Regulator I Gain Disable Threshold,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2106,132,Velocity Regulator D Gain,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2107,133,1st Position Regulator Kp Gain,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210A,134,Delay Time of Gain Switching,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210B,135,Level of Gain Switching,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210C,136,Hysterisis of Gain Switching,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210D,137,Position Gain Switching Time,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210E,138,2nd Velocity Regulator P Gain,int,-,60,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x210F,139,2nd Velocity Regulator I Gain,int,-,26,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2110,140,2nd Position Regulator Kp Gain,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2111,141,3rd Velocity Regulator P Gain,int,-,60,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2112,142,3rd Velocity Regulator I Gain,int,-,26,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2113,143,3rd Position Regulator Kp Gain,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2114,144,4th Velocity Regulator P Gain,int,-,60,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2115,145,4th Velocity Regulator I Gain,int,-,26,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2116,146,4th Position Regulator Kp Gain,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,Tuning Mode Setting,0x2117:00,147,Tuning Mode Setting,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Tuning Mode Setting,0x2117:01,148,Tuning Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Tuning Mode Setting,0x2117:02,149,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Tuning Mode Setting,0x2117:03,150,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Tuning Mode Setting,0x2117:04,151,Inertia Ratio Estimation Sensitivity,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2118,152,Tuningless Gain,int,-,5,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2119,153,Estimation Start Inertia Ratio,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x211A,154,Load Inertia Ratio Setting,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,Smart Tuning Advanced Setting,0x211B:00,155,Smart Tuning Advanced Setting,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Advanced Setting,0x211B:01,156,Smart Tuning Mode,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Advanced Setting,0x211B:02,157,Smoothing Filter Bandwidth Interlocking,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Advanced Setting,0x211B:03,158,Viscous Friction Compensator,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Advanced Setting,0x211B:04,159,Reserved4,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x211C,160,Viscous Friction Coefficient,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2120,161,Tuningless Fine Gain,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2121,162,Tuningless Feedforward Gain,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2202,163,Velocity Command LPF Bandwidth,int,-,1000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2203,164,Velocity Error Filter Bandwidth,int,-,30,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2204,165,Velocity Regulator Kff Gain,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2205,166,Jog Velocity Command,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2206,167,Acceleration,int,-,41667,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2207,168,Deceleration,int,-,41667,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2208,169,S-Curve Time,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2210,170,Manual Velocity Limit,int,-,5000,,,PDO,Always,O,
ECAT Objects/Object 2,Velocity Limit Mode,0x2211:00,171,Velocity Limit Mode,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Velocity Limit Mode,0x2211:01,172,Velocity Limit Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Velocity Limit Mode,0x2211:02,173,Field Weakening Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Velocity Limit Mode,0x2211:03,174,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Velocity Limit Mode,0x2211:04,175,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2212,176,Velocity Window,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2213,177,Up to Velocity,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2215,178,Dwell Time,int,-,500,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2219,179,Linear Motor Overspeed Level,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x221A,180,Linear Motor Velocity Error Limit,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x221B,181,Velocity Smoothing Filter,int,-,386,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x221C,182,Path Tracking Mode Velocity LPF Bandwidth,int,-,38,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x221D,183,Path Tracking Mode Velocity Feedforward LPF Bandwidth,int,-,29,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Persistent Oscillation Compensator,0x221F:00,184,Persistent Oscillation Compensator,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Persistent Oscillation Compensator,0x221F:01,185,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Persistent Oscillation Compensator,0x221F:02,186,Persistent Oscillation Compensator,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Persistent Oscillation Compensator,0x221F:03,187,POC BPF Upper Cut-off Frequency Order Select,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Persistent Oscillation Compensator,0x221F:04,188,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2220,189,Persistent Oscillation Compensator BPF Upper Cut-off Frequency,int,-,600,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2221,190,Persistent Oscillation Compensator BPF Lower Cut-off Frequency,int,-,15,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2222,191,Persistent Oscillation Compensator Kd Gain,int,-,10,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2223,192,Persistent Oscillation Compensator Kr Filter Bandwidth,int,-,50,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2224,193,Field Weakening Start Velocity,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2225,194,Maximum Extended Velocity,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2226,195,Field Weakening Current Command Gain,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Follower,0x2300:00,196,Follower,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Follower,0x2300:01,197,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Follower,0x2300:02,198,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Follower,0x2300:03,199,Encoder Output Forward Direction,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Follower,0x2300:04,200,Gear Ratio Change,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2301,201,Position Command LPF Bandwidth,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2302,202,Position Regulator Kff Gain,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2303,203,Position Regulator Kff LPF Bandwidth,int,-,200,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2304,204,Moving Average Filter,int,-,320,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2305,205,1st Gear Ratio, Follower Counts,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2306,206,1st Gear Ratio, Master Counts,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x230B,207,Encoder Output Ratio, Output Counts,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x230C,208,Encoder Output Ratio, Motor Counts,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x230E,209,1st Damping Frequency,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x230F,210,1st Damping Ratio,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2310,211,2nd Damping Frequency,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2311,212,2nd Damping Ratio,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2312,213,In Position Size,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2313,214,Near Position Size,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2314,215,Following Error Limit,int,-,strData,,,PDO,Always,O,
ECAT Objects/Object 2,Touch Probe Function,0x2315:00,216,Touch Probe Function,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Touch Probe Function,0x2315:01,217,Touch Probe Enable,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Touch Probe Function,0x2315:02,218,Touch Probe Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Touch Probe Function,0x2315:03,219,Touch Probe Source,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Touch Probe Function,0x2315:04,220,Touch Probe Edge,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Vibration Setting,0x2316:00,221,Vibration Setting,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Vibration Setting,0x2316:01,222,Vibration Auto Search,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Vibration Setting,0x2316:02,223,Vibration Filter Type,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Vibration Setting,0x2316:03,224,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Vibration Setting,0x2316:04,225,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2317,226,Fully Closed System Selection,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2318,227,Scale Resolution,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2319,228,Load Side Encoder Type,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231A,229,Load Side Encoder Feedback Forward Direction,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231B,230,Conversion Ratio Denominator,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231C,231,Conversion Ratio Numerator,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231D,232,Smart Compensator Filter Bandwidth,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231E,233,Position Difference Error Level,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x231F,234,Position Smoothing Filter,int,-,39,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2320,235,Counts Per Meter of AqB Scale,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2321,236,Motor Side Overspeed Levels,int,-,,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2322,237,Outer Loop P Gain,int,-,202,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2324,238,In Position Hold Time,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Error Display Method,0x2329:00,239,Error Display Method,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Error Display Method,0x2329:01,240,Position Error Monitoring Method,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Error Display Method,0x2329:02,241,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Error Display Method,0x2329:03,242,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Error Display Method,0x2329:04,243,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart tuning Mode Filter Functionality,0x232B:00,244,Smart tuning Mode Filter Functionality,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Smart tuning Mode Filter Functionality,0x232B:01,245,Encoder Signal Filter,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Smart tuning Mode Filter Functionality,0x232B:02,246,Path Tracking Input Smoothing Filter,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Smart tuning Mode Filter Functionality,0x232B:03,247,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Smart tuning Mode Filter Functionality,0x232B:04,248,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2402,249,1st Current Command LPF Bandwidth,int,-,500,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2403,250,2nd Current Command LPF Bandwidth,int,-,300,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2404,251,3rd Current Command LPF Bandwidth,int,-,300,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2405,252,4th Current Command LPF Bandwidth,int,-,300,,,PDO,Always,O,
ECAT Objects/Object 2,Main Current Regulator Gain,0x2406:00,253,Main Current Regulator Gain,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Main Current Regulator Gain,0x2406:01,254,Selection of Gain,int,-,0x1,,,PDO,Always,O,
ECAT Objects/Object 2,Main Current Regulator Gain,0x2406:02,255,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Main Current Regulator Gain,0x2406:03,256,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Main Current Regulator Gain,0x2406:04,257,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2407,258,Positive Internal Current Limit,int,-,350,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2408,259,Negative Internal Current Limit,int,-,350,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2409,260,Positive External Current Limit,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240A,261,Negative External Current Limit,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240B,262,Maximum Stopping Current,int,-,350,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240C,263,Initial Current Bias,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240D,264,1st Resonant Frequency Suppression Filter,int,-,10000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240E,265,1st Resonant Frequency Suppression Filter Width,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x240F,266,1st Resonant Frequency Suppression Filter Depth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2410,267,2nd Resonant Frequency Suppression Filter,int,-,10000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2411,268,2nd Resonant Frequency Suppression Filter Width,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2412,269,2nd Resonant Frequency Suppression Filter Depth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2413,270,3rd Resonant Frequency Suppression Filter,int,-,10000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2414,271,3rd Resonant Frequency Suppression Filter Width,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2415,272,3rd Resonant Frequency Suppression Filter Depth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,Adaptive Notch Filter(ANF) Setting,0x2416:00,273,Adaptive Notch Filter(ANF) Setting,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Adaptive Notch Filter(ANF) Setting,0x2416:01,274,ANF Function,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Adaptive Notch Filter(ANF) Setting,0x2416:02,275,ANF HPF Cutoff Frequency,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Adaptive Notch Filter(ANF) Setting,0x2416:03,276,ANF Estimation Frequency Initial Value,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,Adaptive Notch Filter(ANF) Setting,0x2416:04,277,ANF Detect Level,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2417,278,RMS Current Load Factor Cumulative Time Setting,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2418,279,RMS Current Load Factor Threshold Setting 1,int,-,350000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2419,280,RMS Current Load Factor Threshold Setting 2,int,-,350000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x241B,281,Current Command LPF Bandwidth (Tuningless),int,-,804,,,PDO,Always,O,
ECAT Objects/Object 2,Current Command LPF Bandwidth Interlocking,0x241C:00,282,Current Command LPF Bandwidth Interlocking,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Current Command LPF Bandwidth Interlocking,0x241C:01,283,1st Current Command LPF Bandwidth Interlocking(Gain Tuning),int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Current Command LPF Bandwidth Interlocking,0x241C:02,284,Current Command LPF Bandwidth Interlocking(Tuningless),int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Current Command LPF Bandwidth Interlocking,0x241C:03,285,Current Command Feedforward,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,Current Command LPF Bandwidth Interlocking,0x241C:04,286,Current Limit Band,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x241D,287,4th Resonant Frequency Suppression Filter,int,-,10000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x241E,288,4th Resonant Frequency Suppression Filter Width,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x241F,289,4th Resonant Frequency Suppression Filter Depth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2420,290,5th Resonant Frequency Suppression Filter,int,-,10000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2421,291,5th Resonant Frequency Suppression Filter Width,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2422,292,5th Resonant Frequency Suppression Filter Depth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2423,293,Main Current Regulator Max Bandwidth,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2424,294,DDC Gain,int,-,10,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2425,295,Sliding Surface Slope (G1 Gain),int,-,100,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Interlocking,0x2426:00,296,Smart Tuning Interlocking,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Interlocking,0x2426:01,297,DDC Interlocking,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Interlocking,0x2426:02,298,Sliding Surface Slope Interlocking,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Interlocking,0x2426:03,299,Outer Loop P Gain Interlocking,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Interlocking,0x2426:04,300,Current POC,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Current Controller Advanced Function,0x2427:00,301,Current Controller Advanced Function,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Current Controller Advanced Function,0x2427:01,302,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Current Controller Advanced Function,0x2427:02,303,Reserved2,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Current Controller Advanced Function,0x2427:03,304,Reserved3,int,-,0x0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Current Controller Advanced Function,0x2427:04,305,DDC Q-Filter Order Select,int,-,0x0,,,PDO,Always,O,[v2.10+]
